nm0635731	Jose Roberto Noronha	1942
nm4803795	Felipe M. Guerra	1979
nm3997700	Houda Benyamina	1980
nm0893181	Chick Vennera	1947
nm0114977	Christene Browne	1965
nm0157696	Kliment Chimidov	1949
nm0354247	Fred Haines	1936
nm4389897	Thomas Petahtegoose	1987
nm2977601	Jan Eichberg	1984
nm0900485	Román Viñoly Barreto	1914
nm0407717	W. Peter Iliff	1957
nm0839846	Enrique Susini	1891
nm2008953	Nawaf Al Janahi	1977
nm3267498	Hilarion Banks	1985
nm0352514	Hanno Hackfort	1970
nm0215244	Charles Dekeukeleire	1905
nm0942408	Geoffrey Wright	1959
nm0001060	Chris Columbus	1958
nm0858531	Bill Thomas	1975
nm0449238	Jean Kerchbron	1924
nm0581915	Zsolt Meskó	1967
nm6409676	Lilli Tautfest	1985
nm0293770	Jochen Alexander Freydank	1967
nm8891624	Jon D. Erickson	1969
nm1007691	Zet Molas	1896
nm4740205	Leonor Teles	1992
nm0092184	Richard Bohringer	1942
nm0929502	Lee Wilkof	1951
nm1180694	Panchu Arunachalam	1941
nm3046538	Stephen Karam	1980
nm4697969	Tord Danielsson	1980
nm0800625	Renato Simoni	1875
nm1257492	Radu Jude	1977
nm0482486	Frank LaLoggia	1954
nm3231801	Cole Spivey	1973
nm0412495	Guillermo Iván	1981
nm0468526	György Kovásznai	1934
nm0180779	João Correa	1943
nm1516293	Tana Schémbori	1970
nm3065589	Dmitry Gribanoff	1978
nm5762091	Valdimar Jóhannsson	1978
nm1454777	Jandek	1945
nm0432386	Ylva Julén	1954
nm0266255	Jun Falkenstein	1969
nm2999612	Charlie Buhler	1987
nm1475442	Sean Stearley	1980
nm1533402	Daniel DeBlanke	1977
nm0598749	Ivor Montagu	1904
nm2154877	Teona Galgotiu	1998
nm6363997	Linh Nga	1982
nm0941201	Keo Woolford	1967
nm0671834	Peng-Yi Chang	1941
nm0170778	Shelly Cole	1971
nm2584304	Carlson Young	1990
nm0345689	Skafti Gudmundsson	1953
nm2398585	Michael Jelenic	1977
nm2076790	Boris Butakov	1924
nm0750701	Richard Rush	1929
nm0735742	Azucena Rodríguez	1955
nm0617130	Daniel Myrick	1963
nm0466056	Hans-Erich Korbschmitt	1913
nm0248119	P. David Ebersole	1964
nm0588087	Christopher Miller	1975
nm0691547	Erik Poppe	1960
nm3240303	Jackson Stewart	1985
nm0000473	Diane Keaton	1946
nm0535163	Esteban Madruga	1922
nm1641312	Silviya Pesheva	1976
nm0910919	Hsing-Lai Wang	1931
nm0588341	Frank Miller	1891
nm2008519	Andrzej Stefan Kaluszko	1952
nm1402126	Diego Fried	1975
nm0193327	Edward S. Curtis	1868
nm3381819	Henrique Pina	1987
nm0439415	Panos Karkanevatos	1962
nm0312863	Mark Genin	1924
nm0136025	Kostas Karagiannis	1932
nm0024580	Claudio Amendola	1963
nm3681916	Karyn Ben Singer	1978
nm0705764	Alfréd Radok	1914
nm2004165	Alex Hammond	1980
nm4274640	Perci M. Intalan	1972
nm0213100	William Dear	1944
nm1583697	Gilles Penso	1967
nm0881178	Mirjam Unger	1970
nm3244805	Geoffrey Bennett Ulrich	1970
nm4342198	Burak Aksak	1985
nm0930198	C.J. Williams	1858
nm3837473	Sergey Krutin	1976
nm0889169	Derek Vanlint	1932
nm2269325	Volker Köster	1966
nm1267603	Eve Arnold	1912
nm3226283	Nick Wernham	1984
nm3729528	Kadir Akgün	1948
nm0403920	Kameran Husni	1927
nm0746996	Dilip Roy	1931
nm0209154	Eric De Kuyper	1942
nm9162958	Andrea Braga	1986
nm0370907	Billy Hayes	1947
nm5584034	Mladen Milosavljevic	1982
nm2898526	Scott Hardie	1984
nm1435384	Allan Fiterman	1972
nm0392967	Raymond R. Homer	1926
nm0387044	Muzaffer Hiçdurmaz	1944
nm0207198	Marcel De Backer	1921
nm0116040	Natja Brunckhorst	1966
nm0602905	Lee Moran	1888
nm0463913	Silvestar Kolbas	1956
nm0225555	Thorold Dickinson	1903
nm0634205	Lukas Nola	1964
nm0111205	Rubén Broido	1939
nm0357553	Peter Hamel	1911
nm6090181	Matt Gambell	1993
nm0535957	Luigi Maggi	1867
nm0213964	Jan Decorte	1950
nm0443427	Sahin Kaygun	1951
nm1452697	Nicholas Lam	1980
nm1058257	Ivaylo Dzhambazov	1959
nm1878043	Ana Ynsaurralde	1977
nm6738509	Jason F. Knittle II	1997
nm0369853	Ron Havilio	1950
nm0583789	Yevgeni Mezentsev	1938
nm0059725	Tevfik Baser	1951
nm2133921	Hasan Karacadag	1976
nm13151201	Joshua Shaffer	1979
nm0759816	A.S.A. Sami	1915
nm0130536	James Callis	1971
nm0712510	Jens Ravn	1941
nm1291339	Jean Brocher	1899
nm0688076	Zdenek Podskalský	1923
nm0453956	Poulad Kimiayi	1980
nm0263179	Rodney Evans	1971
nm0668227	Clark L. Paylow	1918
nm5166787	Eric Tripp	1984
nm0092915	Richard Boleslawski	1889
nm0642926	Dore O.	1946
nm0699932	Lucía Puenzo	1976
nm6182173	Ang Xu	1978
nm0359513	Leo A. Handel	1914
nm0696247	Emeric Pressburger	1902
nm0225950	Ferdinand Diehl	1901
nm7407102	János Sándor	1937
nm0657424	Temuri Palavandishvili	1940
nm0836190	Alfons Stummer	1924
nm0847187	Ryôsuke Takahashi	1943
nm1146602	Jonathan Alter	1957
nm0011535	Victor Adamson	1890
nm0145408	Frank Castorf	1951
nm5918996	Nagy Shaker	1932
nm0434086	Jason Kabolati	1967
nm0442819	Jerzy Kawalerowicz	1922
nm2430705	Sherng-Lee Huang	1979
nm3454743	Prabu Solomon	1969
nm1311390	David Sobelman	1950
nm0753103	Eddie Ryder	1923
nm0350606	Pál Gábor	1932
nm2103947	Lee Isserow	1978
nm0784037	Satu Sen	1902
nm0355867	Marissa Hall	1974
nm0470813	Valeri Kremnyov	1939
nm1150228	Jules Naudet	1973
nm0652974	Fyodor Otsep	1895
nm2837110	Martin Spirit	1965
nm0763436	Antonio Santean	1936
nm0860791	Todd Thompson	1971
nm0516800	Sondra Locke	1944
nm2204477	Anthony J. Rickert-Epstein	1984
nm0321557	Liliana Komorowska	1956
nm0460006	Matjaz Klopcic	1934
nm0851731	Nils Tavernier	1965
nm0000110	Kenneth Branagh	1960
nm0758137	Sohrab Shahid Saless	1944
nm9111074	Raphael Moran	1998
nm1534595	Peter Atencio	1983
nm0823349	Igor Starkov	1931
nm0450627	Johan van der Keuken	1938
nm2196871	Asli Özge	1975
nm3035993	Frauke Lodders	1984
nm0257569	Christopher Englese	1979
nm2342906	Zach Sands	1976
nm0244525	Jorge Durán	1942
nm1014409	Lionel Bailliu	1969
nm2352743	Marianne Kõrver	1980
nm0758657	Mohamed Salman	1923
nm1994478	Kôroku Numata	1891
nm8278476	Randy Nundlall Jr.	1992
nm0017177	José Antonio Alcaraz	1938
nm0328560	Alonso Gonçalves	1943
nm0280205	Dallas M. Fitzgerald	1876
nm0005390	Patricia Rozema	1958
nm1178069	Michael Roesch	1974
nm2111866	Matthew Way	1974
nm0159271	André Chotin	1892
nm4807465	Paul Urkijo Alijo	1984
nm4749339	Kade Wise	1988
nm0542480	Aleksandar Manic	1966
nm3902889	Anil Ravipudi	1982
nm2324123	Steve Rudzinski	1987
nm10963295	Jeeshan Ali	1990
nm0903543	Aleksandr Voropaev	1941
nm0009153	Abiola Abrams	1976
nm0871185	Leonid Trauberg	1902
nm0769615	George Schaefer	1920
nm2346569	Darius Clark Monroe	1980
nm0722799	Ozualdo Ribeiro Candeias	1922
nm0192009	James Cummins	1959
nm2196782	Ivan Vyrypaev	1974
nm0556094	Masayuki	1961
nm0875973	Phil Tucker	1927
nm0062041	Ricardo Bauleo	1946
nm7762768	Hatsuki Yokoo	1979
nm1483822	Hiroaki Andô	1966
nm0904625	Thomas Vámos	1938
nm0337885	Guy Green	1913
nm0731259	John Roberts	1978
nm0502671	Joshua Leonard	1975
nm1958981	Julián Teurlais	1968
nm0432934	Zvonimir Juric	1971
nm7485387	Gürcan Keltek	1973
nm0442390	Arun Kaul	1933
nm0387162	Bostjan Hladnik	1929
nm2295147	Johnny Soto	1984
nm0192053	Jeremy Cumpston	1967
nm0185473	Edgardo Cozarinsky	1939
nm0198246	Cal Dalton	1908
nm0636171	Bryan Norton	1969
nm1359507	Robin Feinberg	1970
nm0464254	Walter Kolm-Veltée	1910
nm0473223	Franz-Otto Krüger	1917
nm0882096	Víctor Urruchúa	1912
nm0723042	Guillermo Ribón Alba	1926
nm0490252	Petar Latinovic	1939
nm0368614	Peter Hastings	1960
nm0765421	Hector V. Sarno	1880
nm0288192	Mimis Fotopoulos	1913
nm1636726	Eloísa Tarruella	1982
nm0560628	Evgeniy Matveev	1922
nm0001047	Michael Cimino	1939
nm0588183	David Miller	1909
nm0959062	Terry Zwigoff	1949
nm0014765	Boris Airapetyan	1955
nm3164213	Jan Tománek	1978
nm1871393	George A. Johnson	1974
nm0865731	Attila Tokatli	1932
nm0636729	Heikki Nousiainen	1945
nm1468584	David Towner	1969
nm1195863	Humberto Padrón	1967
nm6480224	Alex Koryakin	1986
nm1182611	Pearry Reginald Teo	1978
nm0797094	George Siegmann	1882
nm0307531	Jeff Garlin	1962
nm0800098	Claire Simon	1955
nm0698913	Jon Proudstar	1967
nm11876672	Ramtin Serajpour	1987
nm2797487	Eren Özkural	1985
nm0613606	Shinobu Murata	1950
nm0853479	Krzysztof Tchórzewski	1950
nm0403826	Nasir Hussain	1926
nm0843850	Michal Szczerbic	1944
nm1646630	Jason Bolinger	1975
nm0890565	Dmitriy Vasilev	1900
nm1206729	William J. Eggleston	1939
nm0412217	Viktor Ivchenko	1912
nm3099839	Eerik Kantokoski	1984
nm0727285	David Rimmer	1942
nm1324995	Michael Marco	1983
nm0548833	George Harrison Marks	1926
nm2781138	Madhu Kaithapram	1970
nm13523054	Clappa Don	2004
nm0711648	Christian Rateuke	1943
nm2136359	Jud Yalkut	1938
nm0397220	Cy Howard	1915
nm0832845	Louis Clyde Stoumen	1917
nm1703783	Jizhong Zhang	1951
nm5954636	Sergey A.	1996
nm0440323	Teguh Karya	1937
nm0506746	Piotr J. Lewandowski	1975
nm1098493	Rawson Marshall Thurber	1975
nm0150672	Louise de Champfleury	1967
nm0955297	Aleksandr Zguridi	1904
nm0276886	Antunes Filho	1929
nm1516948	Jean-Christophe Victor	1947
nm0843051	Christopher Sykes	1945
nm3043504	Kristina Buozyte	1982
nm0589498	Warren Miller	1924
nm0793541	Seung-bo Shim	1961
nm0095601	H. Gordon Boos	1958
nm0536157	Eric Magnan	1967
nm0468549	William R. Kowalchuk Jr.	1943
nm0050210	Jeanne Balibar	1968
nm12970138	Edinei Nunes	1983
nm3121778	Auberi Edler	1961
nm1773588	Ismo Kiesiläinen	1981
nm0552041	Catherine Martin	1958
nm0451117	Zaza Khalvashi	1957
nm0342713	Vitautas Grivickas	1925
nm0434701	Roger Kahane	1932
nm0999977	Sean McGrath	1973
nm1237670	Sha Ine Febriyanti	1976
nm4028462	Michael A. MacRae	1991
nm0701698	Béla Pásztor	1894
nm0152569	Jean Chapot	1930
nm0773741	Charles Schneider	1960
nm3091966	John Gross	1981
nm1081500	Petr Jancárek	1959
nm0226398	Vincent Dieutre	1960
nm0368346	Nizar Hassan	1960
nm0562620	Mechislava Mayevskaya	1904
nm3377570	Josh Badham	1991
nm0149644	Kevin Tsai	1962
nm0922115	Jake West	1972
nm0316034	Giacomo Poretti	1956
nm3102270	Boris Bezic	1986
nm1192378	Paige Richards	1972
nm0500330	Jackson Leighter	1905
nm0266750	Lung-Hsiang Fang	1928
nm0016998	Jean-Louis Levi-Alvarès	1913
nm0417920	Lih Janowitz	1953
nm0089777	Hans-Christoph Blumenberg	1947
nm0514493	Miguel Littin	1942
nm5988270	Katarzyna Gondek	1982
nm4221988	Valerie Veatch	1985
nm0159039	Felix Chong	1968
nm5412112	Antonina Zinoveva	1928
nm0071922	Matthew Bennett	1968
nm0406733	Momonosuke Ichikawa	1906
nm0663708	Kenan Pars	1920
nm1315630	Joseph A. Reilly	1964
nm0080248	Santhana Bharathi	1970
nm0478799	Alexandre de La Patellière	1971
nm0386443	Tina Hirsch	1943
nm9513174	Agustina Comedi	1986
nm0756488	Ramesh Saigal	1918
nm2125871	Q. Bryce Randle	1983
nm1374939	María Andrea Domínguez	1975
nm0898178	Xavier Villaverde	1958
nm0525835	Miguel Ángel Lumaldo	1928
nm0371067	Jeremiah Hayes	1966
nm0309382	Leon Gast	1936
nm0401267	Wilfried Huismann	1951
nm3792871	Victor Crowl	1967
nm0583008	Andrew Meyer	1943
nm3212856	Daniel Sandu	1977
nm1944882	James E. Cheek	1961
nm0075843	Sabina Berman	1955
nm0082835	S.R. Bindler	1970
nm0508040	Roland Leyer	1965
nm0654710	Turgut Özatay	1927
nm0246703	Paquito Diaz	1937
nm1437182	John Rackham	1958
nm4911735	Carmen Jaquier	1985
nm0452780	Miroslaw Kijowicz	1929
nm1011604	Jason Lupish	1980
nm0899139	Will Vinton	1947
nm0698027	Garth Pritchard	1943
nm2492285	James Marcus Haney	1988
nm4162948	Nolan Schmidt	1991
nm2002649	Dave Franco	1985
nm0837783	Tamara Sukova	1889
nm2098403	Italo Sabetta	1981
nm5521949	Forrest Whaley	1994
nm2034527	Pedro Wallace	1976
nm3250780	Kevin Richmond	1969
nm0366586	William S. Hart	1864
nm6329777	Jasmina Metwaly	1982
nm3289794	Monica Maggioni	1964
nm1645389	Nico Sentner	1982
nm0208506	Alessandro De Gaetano	1938
nm0766581	Fred Sauer	1886
nm0936374	Kirk Wise	1963
nm2310589	Kentucker Audley	1981
nm5767041	Marc Chica i José	1993
nm0554169	Leslie H. Martinson	1915
nm0225679	Kwesi Dickson	1967
nm0804641	Susan Skoog	1964
nm1730036	Changju Kim	1972
nm2206305	Mònica Rovira	1978
nm0538115	Pjer Majhrovski	1924
nm1857571	Erhan Güleryüz	1966
nm0270618	Gerald Feil	1933
nm0494702	Yue Lü	1957
nm0889543	Adam Vardy	1965
nm2165385	Walter Görlitz	1913
nm0333512	Bohdan Graczyk	1959
nm0048735	Mark Baker	1959
nm6061404	Kay Martinez	1993
nm0003694	Michael B. Druxman	1941
nm0240213	Michal Dudziewicz	1947
nm0006610	Donal Logue	1966
nm7672027	M.M. Sarkar	1955
nm0006969	Elizabeth Banks	1974
nm0005774	Pierre Lhomme	1930
nm2343683	Jason Patfield	1973
nm3055292	Ryan Dunlap	1983
nm1402422	Pertti Huotari	1982
nm0432631	Sebastian Junger	1962
nm0646074	Zofia Oldak	1930
nm7187401	Dornaz Hajiha	1988
nm1351601	Yama Rahimi	1969
nm0316375	Mino Giarda	1928
nm1195419	Jean-Luc Magneron	1935
nm3165760	Klemens Hufnagl	1979
nm0091668	Antonia Bogdanovich	1967
nm0110420	Jeff Broadstreet	1954
nm0807312	Andrew J. Smith	1967
nm0288536	Rift Fournier	1936
nm0328000	Ángeles González Sinde	1965
nm1221537	Marco Pirroni	1959
nm2826538	Vilan Trub	1987
nm0736420	Joachim Roering	1934
nm0285128	Gergely Fonyó	1966
nm1125745	Justin Dix	1968
nm0729984	Hal Roach Jr.	1918
nm1965972	Konstantin Bojanov	1968
nm1202083	Jasmina Bralic	1965
nm0310643	Eduard Gavrilov	1934
nm1185918	Nick Palumbo	1970
nm0467962	Mikko Kouki	1967
nm0472306	Gerd Kroske	1958
nm0106308	Affonso Brazza	1955
nm0261239	Henrique Espírito Santo	1931
nm1158846	Vladimir Dyachenko	1934
nm0202764	Christian Davi	1967
nm15226834	Rajeev Kiran Vaneil	1991
nm1135603	Leslie Chain	1950
nm0326952	Rui Gomes	1939
nm8564577	Vanja Hovan	1983
nm0542539	Tom Mankiewicz	1942
nm0502350	Marcus Lenz	1969
nm6643365	Mathieu Volpe	1990
nm0380922	Barry J. Hershey	1942
nm8977100	Hernan Rossi	1967
nm0934099	Sandy Wilson	1947
nm9601677	Katalin Moldovai	1982
nm3500190	Alessandro Genovesi	1973
nm0106876	João Brehm	1951
nm0696725	Alessandro Preziosi	1973
nm0664243	Christine Pascal	1953
nm1163516	Lada Boyadjieva	1927
nm0076670	Alexander Berner	1966
nm0999118	Michael Sinterniklaas	1972
nm0930293	Clarence Williams	1898
nm2376250	Aviv Rubinstien	1985
nm0901712	Reinaldo Volpato	1951
nm2114619	Kuya Manzano	1977
nm5346909	Pantelis Kalatzis	1984
nm0762773	Wieslaw Saniewski	1948
nm5380526	Rafael Farina Issas	1990
nm1382571	Michael Ostrowski	1973
nm3954274	Han Han	1982
nm1990728	Raul Lopez Echeverria	1975
nm2480063	Creep Creepersin	1978
nm0086920	Christophe Blanc	1966
nm1192654	Paul Hadwiger	1974
nm0215415	Enrique del Campo	1902
nm0005799	Elfi Mikesch	1940
nm0989400	Evgeniy Ivanov	1963
nm0415148	Guy Jacques	1958
nm0723945	Alison Richards	1959
nm0893034	Stefano Veneruso	1968
nm0008080	Olivier Abbou	1973
nm0475634	Vadim Kurchevskiy	1928
nm0128748	Cheong Choi	1916
nm0368164	James R. Haskin	1927
nm0049833	Armenia Balducci	1937
nm0295680	Uwe Frießner	1942
nm2556702	Linus de Paoli	1982
nm0373842	Bernd Heiber	1964
nm0330809	Amit Goren	1957
nm1961079	Tom Oesch	1980
nm0315547	Ritwik Ghatak	1925
nm0321952	Jessica G. Harris	1975
nm0002340	Stuart Gordon	1947
nm0791316	Christopher Shelton	1945
nm1955206	Paula Rhodes	1985
nm0190516	James Cruze	1884
nm0006249	Satyajit Ray	1921
nm1410815	Asghar Farhadi	1972
nm12813481	Mehdi Saadi	2003
nm1251016	Jorge Leandro Colás	1976
nm7718934	Canuto	1989
nm3033685	José Rueda	1980
nm0825790	Michael Steinberg	1959
nm0533073	Roy Mack	1889
nm2783433	Paul Brand	1957
nm0795876	Gennadiy Shumskiy	1948
nm3035488	Maia Krall Fry	1992
nm0509540	Peter Liechti	1951
nm0865829	Jacques van Tol	1897
nm2486460	Alejandro Suárez Lozano	1980
nm0594813	Lyubomir Mladenov	1972
nm0846630	Tomorô Taguchi	1957
nm6676487	Jeff Rowe	1986
nm0000126	Kevin Costner	1955
nm0002045	Stanley Donen	1924
nm0769254	Manlio Scarpelli	1924
nm1278891	Hsien-Jer Chu	1964
nm0437652	Kang Woo-suk	1960
nm2612196	Sophie Narr	1980
nm1583960	Ahmad Abdalla	1978
nm1760867	Sadullah Sentürk	1972
nm0273978	Giorgio Ferrara	1947
nm0261496	Antonio Santillán	1909
nm0651915	Nagisa Ôshima	1932
nm2956074	Dustin Kahia	1989
nm0638308	Francesco Nuti	1955
nm0875715	Benjamin Tucek	1972
nm0827200	Ole Stephensen	1955
nm2043219	Mila Turajlic	1979
nm0656701	Dave Paige	1982
nm1639057	Robert A. Palmer	1977
nm6817779	Josef Císarovský	1952
nm3264792	Lenka Kny	1970
nm0586233	Aurel Miheles	1925
nm2551886	Reggie Watts	1972
nm5890316	Michele Morsello	1986
nm0789495	Afdlin Shauki	1971
nm0471364	Alla Krinitsyna	1956
nm0230666	Walt Dohrn	1970
nm0200075	Ron Daniels	1942
nm1694036	Kevan Moezzi	1983
nm9697374	Elizabeth 'Betita' Martínez	1925
nm0890586	Evgeniy Vasilev	1927
nm0168533	Florin Codre	1943
nm1258346	Christina Rosendahl	1971
nm0612752	Ducho Mundrov	1920
nm0639529	Edmond O'Brien	1915
nm2098745	Lukasz Palkowski	1976
nm0782659	Erkki Seiro	1944
nm1048540	Tae-gyun Kim	1960
nm0542036	Alain Maneval	1953
nm2178329	Paddy Houlihan	1980
nm0190861	Jonás Cuarón	1983
nm0335875	Helmut Grasser	1961
nm0054292	Marie Bardischewski	1943
nm3082257	Aaron Sparks	1974
nm1746737	Sean Joseph Young	1992
nm0722029	Jorge Reynoso	1957
nm0479745	Marc Labrèche	1960
nm0227020	John Francis Dillon	1884
nm6230258	Donovan Leitch Jr.	1967
nm1823578	Elen Lotman	1981
nm0224570	Giannis Diamantopoulos	1946
nm0278735	Sam Firstenberg	1950
nm2264935	Florian Gottschick	1981
nm2098978	James Murray	1976
nm0129041	John Caire	1964
nm4775073	Tomas Polensky	1987
nm0436406	Kamara Kamalova	1938
nm0006889	Herbert Ross	1927
nm0506619	Shuki Levy	1947
nm0765673	Giulio Aristide Sartorio	1860
nm0314995	Fredrik Gertten	1956
nm0533102	Willard Mack	1873
nm0000774	Michelangelo Antonioni	1912
nm4505839	Marko Grba Singh	1988
nm0040742	Jim Atkinson	1934
nm0400369	David Huggett	1942
nm2862041	Connor Jessup	1994
nm0885684	Jean-Louis van Belle	1939
nm0653818	Tom Van Overberghe	1964
nm0943313	Henry Wulschleger	1894
nm0795945	Michael Shurtleff	1920
nm0538107	Lech Majewski	1953
nm1922016	Brett Hatten	1982
nm0739308	Rafael Romero Marchent	1926
nm0060505	Charles E. Bastien	1962
nm0025157	Sergio Amon	1960
nm0369736	Jirí Havelka	1980
nm0085617	Marthe Blackburn	1916
nm8838452	Lin Xiang	1929
nm0781107	Luciano Secchi	1939
nm0659380	Danny Pang	1965
nm0283698	Johannes Flütsch	1945
nm1944091	Justin D. Hilliard	1982
nm2437954	Peter Haas	1983
nm0264602	Henri Fabiani	1919
nm0217526	Louis Delluc	1890
nm0654830	François Ozon	1967
nm0268984	Éléonore Faucher	1973
nm0997581	Vladimir Nakhabtsev	1965
nm0475360	Reiner Kunze	1933
nm1775528	Jacob Collier	1994
nm1635729	David Owen	1976
nm0543243	Bruce Manning	1902
nm1349956	Miha Celar	1970
nm0181751	Jorge Coscia	1952
nm0013824	Ignacio Agüero	1952
nm5168335	Helle Rossing	1990
nm0027943	Masashi Andô	1969
nm0644977	Michèle Ohayon	1960
nm0559602	Akinori Matsuo	1928
nm11322150	Nikola Bozadzhiev	2000
nm0459746	Gerhard Klingenberg	1929
nm1265239	Shelley Bennett	1981
nm0946291	Hou Yao	1903
nm1614997	Miko Lazic	1968
nm0950819	James Yukich	1953
nm0000720	Jim Abrahams	1944
nm0104415	Maurício Branco	1969
nm1784309	Rodrigo Cervantes	1984
nm0428177	Grover Jones	1893
nm0007717	Dodo Abashidze	1924
nm4871270	Vlastimil Peska	1954
nm0015300	Lucy Akhurst	1975
nm10167437	Caleb Ham	2004
nm0848722	Arvo Tamminen	1904
nm11255093	Kazimir Gertel	1889
nm0620294	Hiroyuki Nakano	1958
nm1028387	Bubber	1964
nm0000682	Paul Verhoeven	1938
nm0270859	Mihály Fekete	1884
nm3761630	Ilona Kolonits	1922
nm3773770	Ketche	1973
nm0538328	Michael Mak	1958
nm0451957	Yevgeni Khrinyuk	1929
nm2117510	Cal Brunker	1978
nm0778754	Christopher Scotellaro	1963
nm0867637	Nikolai Topchiy	1905
nm3879098	Ken Sibanda	1975
nm0318184	Nicci Gilbert	1970
nm0414144	Wilfred Jackson	1906
nm0763587	Hugo Santiago	1939
nm7287167	Andreas Fontana	1982
nm0640903	Harry O'Donovan	1896
nm0105808	Lasse Braun	1936
nm0767586	Domenico Saverni	1958
nm1703610	Denisa Grimmová	1976
nm1154412	Guy Bennett	1959
nm1109479	Guy Hocquenghem	1946
nm0438479	Kedar Kapoor	1927
nm0363652	Ricci Harnett	1975
nm0234207	Tankred Dorst	1925
nm1885584	Thomas A. Morgan	1967
nm0463188	Kenji Kohashi	1979
nm0315442	Müjdat Gezen	1943
nm1368581	Salim Kumar	1969
nm1060930	Brandon Trost	1981
nm0770902	Otto Schenk	1930
nm0470749	Petar Krelja	1940
nm0127908	Augusto Cabrita	1923
nm1949345	Liam Stone	1975
nm3914253	Joseph Calvin Coleman	1987
nm0472646	Miriam Kruishoop	1976
nm0704664	Ilmar Raag	1968
nm2900728	Uwe Anders	1962
nm0000163	Dustin Hoffman	1937
nm1302799	Szabolcs Tolnai	1971
nm0691246	Petru Popescu	1944
nm0572257	James E. McLarty	1930
nm0656554	Nino Pagot	1908
nm0021596	Chris M. Allport	1977
nm0593632	Oswald Mitchell	1897
nm3341554	Lauri Randla	1981
nm1621250	Folke Rydén	1958
nm2119228	Matt Dworzanczyk	1986
nm4705630	Danny Miller	1963
nm0127390	Mei-Chun Chang	1944
nm0807023	Natalia Smirnoff	1972
nm0109400	Mariola Brillowska	1961
nm0911599	Jay Ward	1920
nm0374793	Nikola Hejko	1960
nm0468087	Pavel Koutecký	1956
nm0770705	Anton Schelkopf	1914
nm0256221	John Emerson	1874
nm0643443	Arch Oboler	1909
nm6436658	Ashwiny Iyer Tiwari	1979
nm0779524	Luke Scott	1968
nm0794321	Jason Shirley	1972
nm0006943	Charles Lamont	1895
nm0411127	Shotaro Ishinomori	1938
nm1280850	Iosif Poselski	1899
nm0369201	Didier Haudepin	1951
nm0175428	Kevin Connor	1937
nm0611683	Russell Mulcahy	1953
nm0057467	Michael Barringer	1884
nm3142598	David Marlett	1964
nm5918344	Alexander Schwarz	1989
nm1816321	James Panetta	1973
nm0381612	Robert Hessens	1912
nm0442324	Judith Kaufmann	1962
nm1967543	Maciej Cuske	1972
nm3098802	Miles Joris-Peyrafitte	1992
nm0271501	Julian Fellowes	1949
nm0002621	Tucker Dansie	1978
nm0412274	Jon Iversen	1889
nm3146722	Selim Evci	1975
nm0057544	Jaime Barrios	1945
nm1589678	Marija Perovic	1972
nm2343493	Daniel Levine	1989
nm0226387	Albert Dieudonné	1889
nm2108451	Blake Judd	1981
nm1741099	Daniel Hernández	1959
nm0886871	Rob Van Eyck	1939
nm3503925	Carlo Baldacci Carli	1973
nm0080235	Vishal Bhardwaj	1965
nm1191401	Ilya Velchev	1947
nm1069500	Sam Logan Khaleghi	1983
nm6431477	Kohei Igarashi	1983
nm2749560	Stephan Hilpert	1980
nm0350574	Imre Gyöngyössy	1930
nm0534181	Milos Macourek	1926
nm1291938	Johannes Disselhoff	1978
nm0238276	Marie Luise Droop	1890
nm0344955	Matti Grönberg	1957
nm0275392	Donya Feuer	1934
nm0238393	Antonio Drove	1942
nm0083063	Josh Binney	1889
nm2122713	Waheed AlQawasmi	1986
nm0757280	R.C. Sakthi	1939
nm0712917	Marc B. Ray	1940
nm13318637	Arryan Aggarwal	1987
nm8020147	Justin Matthews	1995
nm0541298	Aida Manasarova	1925
nm0758631	Basile Sallustio	1956
nm2333163	Gianmarco D'Agostino	1977
nm0768369	John C.W. Saxton	1930
nm4160160	Tomás Magnusek	1984
nm0061220	Jan Batory	1921
nm0475106	Julia Kunert	1953
nm7908940	Dan Claudino	1996
nm0253641	Vasiliki Eliopoulou	1948
nm0343903	Jonás Trueba	1981
nm2646220	Sára Cserhalmi	1982
nm0300544	Svend Gade	1877
nm0391554	Ralph Christian Holm	1904
nm0162535	Caco Ciocler	1971
nm2983824	Alex Hasskerl	1985
nm2924350	Adina Pintilie	1980
nm3871556	Zeeshan Kazmi	1985
nm1399639	Alf Zengerling	1884
nm0954680	Georgi Zelondzhev-Shipov	1895
nm2136272	Yaron Betan	1981
nm0215347	Raimondo Del Balzo	1939
nm3373491	Franciszek Pyter	1939
nm0715857	Harry Reems	1947
nm0127147	Géza Böszörményi	1924
nm0407707	Mirel Iliesiu	1923
nm2109480	Matt Knudsen	1982
nm2234374	Richard Taylor	1983
nm2022637	Sacha Wolff	1981
nm0618261	Nils R. Müller	1921
nm10196148	Wendo Musaly	1996
nm0619170	Shunichi Nagasaki	1956
nm2163571	François Bégaudeau	1971
nm0382783	James D.R. Hickox	1965
nm0847223	Isao Takahata	1935
nm0347708	Peer Guldbrandsen	1912
nm1710937	Valeri Vaughn	1965
nm2939285	Xavier Bosch	1967
nm2614264	Daniel Bonjour	1981
nm5655235	Michal Chacinski	1971
nm0089799	Tabea Blumenschein	1952
nm0953494	Tony Zarindast	1934
nm2317375	Jakeb Anhvu	1977
nm0002138	Gregory Hines	1946
nm0613305	Titus Muntean	1965
nm2408275	William Davenport	1960
nm1863054	Fernando Lino	1986
